wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from /Users/shuka/.netrc.
wandb: Currently logged in as: shukanth2004 (shukanth2004-the-ohio-state-university) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run ltnzuugz
wandb: Tracking run with wandb version 0.27.0
wandb: Run data is saved locally in /Users/shuka/Documents/vscode/mechanistic_interpretability/wandb/run-20260517_194655-ltnzuugz
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run n4-wd0.4-200k-seed0
wandb: ⭐️ View project at https://wandb.ai/shukanth2004-the-ohio-state-university/mechinterp
wandb: 🚀 View run at https://wandb.ai/shukanth2004-the-ohio-state-university/mechinterp/runs/ltnzuugz
Generating dataset: n_nodes=4, n_graphs=200, dataset_seed=42
  train: 1,920 samples | val: 480 samples | vocab size: 8 | seq len: 21
Training: lr=0.001, wd=0.4, n_steps=200,000, seed=0
step     10 | train loss 1.3197 | train acc 0.422 | val loss 1.2755 | val acc 0.456 | ‖g‖ 3.6892 | 1s
step  61200 | train loss 0.0763 | train acc 0.961 | val loss 1.4417 | val acc 0.731 | ‖g‖ 7.9680 | 934s
step  61300 | train loss 0.0250 | train acc 1.000 | val loss 1.3607 | val acc 0.706 | ‖g‖ 3.2070 | 935s
step  61400 | train loss 0.0239 | train acc 0.992 | val loss 1.4738 | val acc 0.729 | ‖g‖ 3.1724 | 937s
step  61500 | train loss 0.1098 | train acc 0.961 | val loss 1.3694 | val acc 0.713 | ‖g‖ 8.2888 | 939s
step  61600 | train loss 0.1109 | train acc 0.953 | val loss 1.3915 | val acc 0.708 | ‖g‖ 9.3180 | 940s
step  61700 | train loss 0.0198 | train acc 1.000 | val loss 1.4454 | val acc 0.729 | ‖g‖ 2.5272 | 942s
step  61800 | train loss 0.0865 | train acc 0.969 | val loss 1.3267 | val acc 0.715 | ‖g‖ 7.5442 | 943s
step  61900 | train loss 0.0060 | train acc 1.000 | val loss 1.4813 | val acc 0.731 | ‖g‖ 0.6853 | 945s
step  62000 | train loss 0.0063 | train acc 1.000 | val loss 1.5069 | val acc 0.731 | ‖g‖ 0.8418 | 947s
step  62100 | train loss 0.0062 | train acc 1.000 | val loss 1.5463 | val acc 0.731 | ‖g‖ 0.8433 | 949s
step  62200 | train loss 0.2069 | train acc 0.938 | val loss 1.3140 | val acc 0.698 | ‖g‖ 10.3534 | 951s
step  62300 | train loss 0.0561 | train acc 0.977 | val loss 1.3980 | val acc 0.698 | ‖g‖ 5.0569 | 952s
step  62400 | train loss 0.0894 | train acc 0.961 | val loss 1.3045 | val acc 0.740 | ‖g‖ 8.6321 | 954s
step  62500 | train loss 0.0409 | train acc 1.000 | val loss 1.4170 | val acc 0.729 | ‖g‖ 4.5272 | 955s
step  62600 | train loss 0.0803 | train acc 0.961 | val loss 1.3613 | val acc 0.715 | ‖g‖ 11.5849 | 957s
step  62700 | train loss 0.0431 | train acc 0.992 | val loss 1.2707 | val acc 0.742 | ‖g‖ 3.9869 | 958s
step  62800 | train loss 0.0490 | train acc 0.984 | val loss 1.5708 | val acc 0.733 | ‖g‖ 8.8649 | 960s
step  62900 | train loss 0.0408 | train acc 0.992 | val loss 1.4943 | val acc 0.700 | ‖g‖ 5.0843 | 961s
step  63000 | train loss 0.0145 | train acc 1.000 | val loss 1.6617 | val acc 0.729 | ‖g‖ 2.4763 | 963s
step  63100 | train loss 0.2224 | train acc 0.898 | val loss 1.3118 | val acc 0.706 | ‖g‖ 12.4795 | 965s
step  63200 | train loss 0.0454 | train acc 0.984 | val loss 1.4570 | val acc 0.708 | ‖g‖ 5.3883 | 966s
step  63300 | train loss 0.0366 | train acc 0.992 | val loss 1.4972 | val acc 0.731 | ‖g‖ 6.5546 | 968s
step  63400 | train loss 0.0396 | train acc 0.992 | val loss 1.4110 | val acc 0.727 | ‖g‖ 4.9914 | 970s
step  63500 | train loss 0.0283 | train acc 0.992 | val loss 1.4995 | val acc 0.733 | ‖g‖ 7.3024 | 971s
step  63600 | train loss 0.1151 | train acc 0.961 | val loss 1.3157 | val acc 0.704 | ‖g‖ 11.4719 | 972s
step  63700 | train loss 0.0445 | train acc 0.984 | val loss 1.3873 | val acc 0.735 | ‖g‖ 4.8211 | 974s
step  63800 | train loss 0.0077 | train acc 1.000 | val loss 1.5200 | val acc 0.706 | ‖g‖ 0.7914 | 975s
step  63900 | train loss 0.1718 | train acc 0.914 | val loss 1.4402 | val acc 0.698 | ‖g‖ 20.5423 | 977s
step  64000 | train loss 0.0507 | train acc 0.992 | val loss 1.2337 | val acc 0.744 | ‖g‖ 4.7162 | 978s
step  64100 | train loss 0.0600 | train acc 0.969 | val loss 1.3140 | val acc 0.748 | ‖g‖ 6.7995 | 979s
step  64200 | train loss 0.0760 | train acc 0.961 | val loss 1.3784 | val acc 0.721 | ‖g‖ 10.3078 | 981s
step  64300 | train loss 0.0831 | train acc 0.977 | val loss 1.2257 | val acc 0.742 | ‖g‖ 9.6474 | 982s
step  64400 | train loss 0.0396 | train acc 0.992 | val loss 1.3660 | val acc 0.725 | ‖g‖ 5.1166 | 984s
step  64500 | train loss 0.0606 | train acc 0.984 | val loss 1.4658 | val acc 0.725 | ‖g‖ 11.2457 | 985s
step  64600 | train loss 0.1074 | train acc 0.984 | val loss 1.3403 | val acc 0.746 | ‖g‖ 8.6801 | 987s
step  64700 | train loss 0.0463 | train acc 0.984 | val loss 1.4610 | val acc 0.735 | ‖g‖ 8.1066 | 988s
step  64800 | train loss 0.0463 | train acc 0.977 | val loss 1.3516 | val acc 0.750 | ‖g‖ 7.9875 | 989s
step  64900 | train loss 0.0682 | train acc 0.977 | val loss 1.4191 | val acc 0.721 | ‖g‖ 9.2740 | 991s
step  65000 | train loss 0.1047 | train acc 0.945 | val loss 1.2322 | val acc 0.733 | ‖g‖ 7.9337 | 992s
step  65100 | train loss 0.0329 | train acc 1.000 | val loss 1.3756 | val acc 0.742 | ‖g‖ 4.8530 | 994s
step  65200 | train loss 0.0145 | train acc 1.000 | val loss 1.4534 | val acc 0.740 | ‖g‖ 2.3795 | 995s
step  65300 | train loss 0.2141 | train acc 0.922 | val loss 1.1505 | val acc 0.729 | ‖g‖ 11.5791 | 997s
step  65400 | train loss 0.1237 | train acc 0.961 | val loss 1.2545 | val acc 0.717 | ‖g‖ 13.5012 | 998s
step  65500 | train loss 0.0327 | train acc 0.992 | val loss 1.3711 | val acc 0.738 | ‖g‖ 6.3574 | 1000s
step  65600 | train loss 0.0760 | train acc 0.977 | val loss 1.2748 | val acc 0.744 | ‖g‖ 7.0329 | 1002s
step  65700 | train loss 0.0253 | train acc 1.000 | val loss 1.3187 | val acc 0.729 | ‖g‖ 2.5658 | 1003s
step  65800 | train loss 0.0688 | train acc 0.969 | val loss 1.4576 | val acc 0.731 | ‖g‖ 8.2063 | 1005s
step  65900 | train loss 0.0525 | train acc 0.984 | val loss 1.4292 | val acc 0.731 | ‖g‖ 7.8778 | 1007s
step  66000 | train loss 0.0567 | train acc 0.984 | val loss 1.3210 | val acc 0.740 | ‖g‖ 7.5271 | 1008s
step  66100 | train loss 0.0335 | train acc 0.992 | val loss 1.3925 | val acc 0.713 | ‖g‖ 4.0960 | 1010s
step  66200 | train loss 0.0515 | train acc 0.992 | val loss 1.3411 | val acc 0.735 | ‖g‖ 4.4814 | 1012s
step  66300 | train loss 0.1350 | train acc 0.945 | val loss 1.2823 | val acc 0.727 | ‖g‖ 12.4276 | 1014s
step  66400 | train loss 0.0473 | train acc 0.977 | val loss 1.4542 | val acc 0.721 | ‖g‖ 5.9401 | 1015s
step  66500 | train loss 0.0247 | train acc 0.992 | val loss 1.2353 | val acc 0.727 | ‖g‖ 3.7207 | 1017s
step  66600 | train loss 0.0113 | train acc 1.000 | val loss 1.5362 | val acc 0.719 | ‖g‖ 1.7632 | 1018s
step  66700 | train loss 0.0599 | train acc 0.977 | val loss 1.2422 | val acc 0.706 | ‖g‖ 8.1274 | 1020s
step  66800 | train loss 0.0463 | train acc 0.992 | val loss 1.3982 | val acc 0.725 | ‖g‖ 4.5418 | 1021s
step  66900 | train loss 0.1373 | train acc 0.945 | val loss 1.2199 | val acc 0.715 | ‖g‖ 9.6385 | 1023s
step  67000 | train loss 0.1148 | train acc 0.969 | val loss 1.4570 | val acc 0.710 | ‖g‖ 17.4424 | 1024s
step  67100 | train loss 0.0689 | train acc 0.984 | val loss 1.2493 | val acc 0.733 | ‖g‖ 8.3208 | 1025s
step  67200 | train loss 0.0362 | train acc 1.000 | val loss 1.3387 | val acc 0.727 | ‖g‖ 4.8744 | 1027s
step  67300 | train loss 0.0543 | train acc 0.984 | val loss 1.2134 | val acc 0.750 | ‖g‖ 6.4212 | 1028s
step  67400 | train loss 0.0992 | train acc 0.953 | val loss 1.5940 | val acc 0.723 | ‖g‖ 13.1057 | 1030s
step  67500 | train loss 0.0383 | train acc 0.984 | val loss 1.4621 | val acc 0.708 | ‖g‖ 4.0293 | 1031s
step  67600 | train loss 0.0456 | train acc 0.984 | val loss 1.1214 | val acc 0.733 | ‖g‖ 6.4612 | 1033s
step  67700 | train loss 0.0910 | train acc 0.977 | val loss 1.2862 | val acc 0.719 | ‖g‖ 7.7054 | 1035s
step  67800 | train loss 0.0310 | train acc 0.984 | val loss 1.4090 | val acc 0.725 | ‖g‖ 5.9306 | 1037s
step  67900 | train loss 0.0367 | train acc 1.000 | val loss 1.1214 | val acc 0.752 | ‖g‖ 2.5515 | 1038s
step  68000 | train loss 0.0379 | train acc 0.984 | val loss 1.3171 | val acc 0.731 | ‖g‖ 5.8295 | 1040s
step  68100 | train loss 0.0158 | train acc 1.000 | val loss 1.2909 | val acc 0.748 | ‖g‖ 2.7234 | 1041s
step  68200 | train loss 0.1058 | train acc 0.961 | val loss 1.0003 | val acc 0.738 | ‖g‖ 6.1905 | 1043s
step  68300 | train loss 0.0332 | train acc 0.992 | val loss 1.3053 | val acc 0.750 | ‖g‖ 4.6150 | 1044s
step  68400 | train loss 0.1206 | train acc 0.953 | val loss 1.0967 | val acc 0.727 | ‖g‖ 10.9664 | 1045s
step  68500 | train loss 0.0353 | train acc 0.984 | val loss 1.3670 | val acc 0.729 | ‖g‖ 3.8824 | 1047s
step  68600 | train loss 0.0799 | train acc 0.977 | val loss 1.3874 | val acc 0.748 | ‖g‖ 8.9776 | 1048s
step  68700 | train loss 0.0451 | train acc 1.000 | val loss 1.4542 | val acc 0.727 | ‖g‖ 7.4743 | 1050s
step  68800 | train loss 0.0224 | train acc 1.000 | val loss 1.3828 | val acc 0.738 | ‖g‖ 3.9047 | 1051s
step  68900 | train loss 0.0804 | train acc 0.984 | val loss 1.4001 | val acc 0.729 | ‖g‖ 10.9614 | 1053s
step  69000 | train loss 0.0386 | train acc 0.977 | val loss 1.3533 | val acc 0.733 | ‖g‖ 4.6647 | 1054s
step  69100 | train loss 0.0763 | train acc 0.977 | val loss 1.4085 | val acc 0.717 | ‖g‖ 5.2466 | 1055s
step  69200 | train loss 0.0670 | train acc 0.992 | val loss 1.0742 | val acc 0.740 | ‖g‖ 4.6788 | 1057s
step  69300 | train loss 0.0223 | train acc 1.000 | val loss 1.3852 | val acc 0.750 | ‖g‖ 3.0875 | 1058s
step  69400 | train loss 0.0757 | train acc 0.969 | val loss 1.2108 | val acc 0.725 | ‖g‖ 7.0367 | 1060s
step  69500 | train loss 0.0292 | train acc 0.992 | val loss 1.2373 | val acc 0.740 | ‖g‖ 2.7120 | 1061s
step  69600 | train loss 0.1549 | train acc 0.961 | val loss 1.6119 | val acc 0.715 | ‖g‖ 12.5566 | 1062s
step  69700 | train loss 0.0953 | train acc 0.969 | val loss 1.2375 | val acc 0.740 | ‖g‖ 11.4045 | 1064s
step  69800 | train loss 0.1189 | train acc 0.961 | val loss 1.3103 | val acc 0.738 | ‖g‖ 11.7590 | 1065s
step  69900 | train loss 0.0887 | train acc 0.977 | val loss 1.2970 | val acc 0.735 | ‖g‖ 11.4152 | 1067s
step  70000 | train loss 0.0956 | train acc 0.953 | val loss 1.3873 | val acc 0.721 | ‖g‖ 9.5562 | 1068s
step  70100 | train loss 0.0535 | train acc 0.984 | val loss 1.4138 | val acc 0.723 | ‖g‖ 10.1531 | 1069s
step  70200 | train loss 0.0297 | train acc 0.992 | val loss 1.2603 | val acc 0.731 | ‖g‖ 2.9496 | 1071s
step  70300 | train loss 0.0236 | train acc 1.000 | val loss 1.2743 | val acc 0.723 | ‖g‖ 2.8462 | 1072s
step  70400 | train loss 0.0353 | train acc 0.984 | val loss 1.4411 | val acc 0.717 | ‖g‖ 2.9759 | 1073s
step  70500 | train loss 0.0546 | train acc 0.992 | val loss 1.2716 | val acc 0.738 | ‖g‖ 5.5622 | 1075s
step  70600 | train loss 0.0236 | train acc 1.000 | val loss 1.4947 | val acc 0.735 | ‖g‖ 4.1366 | 1076s
step  70700 | train loss 0.0087 | train acc 1.000 | val loss 1.4488 | val acc 0.744 | ‖g‖ 1.5385 | 1077s
step  70800 | train loss 0.2498 | train acc 0.914 | val loss 1.0410 | val acc 0.729 | ‖g‖ 16.2882 | 1079s
step  70900 | train loss 0.0725 | train acc 0.969 | val loss 1.1811 | val acc 0.744 | ‖g‖ 10.1822 | 1080s
step  71000 | train loss 0.0139 | train acc 1.000 | val loss 1.2428 | val acc 0.729 | ‖g‖ 1.5516 | 1081s
step  71100 | train loss 0.0311 | train acc 0.992 | val loss 1.3669 | val acc 0.754 | ‖g‖ 3.7477 | 1083s
step  71200 | train loss 0.0573 | train acc 1.000 | val loss 1.1632 | val acc 0.729 | ‖g‖ 5.3627 | 1084s
step  71300 | train loss 0.0618 | train acc 0.984 | val loss 1.1851 | val acc 0.746 | ‖g‖ 5.9143 | 1085s
step  71400 | train loss 0.0431 | train acc 0.984 | val loss 1.3345 | val acc 0.717 | ‖g‖ 7.6442 | 1087s
step  71500 | train loss 0.0307 | train acc 1.000 | val loss 1.2912 | val acc 0.738 | ‖g‖ 3.7190 | 1088s
step  71600 | train loss 0.0309 | train acc 0.984 | val loss 1.3521 | val acc 0.733 | ‖g‖ 6.8716 | 1089s
step  71700 | train loss 0.0466 | train acc 0.984 | val loss 1.1224 | val acc 0.729 | ‖g‖ 5.5949 | 1091s
step  71800 | train loss 0.0303 | train acc 1.000 | val loss 1.3015 | val acc 0.742 | ‖g‖ 4.6744 | 1092s
step  71900 | train loss 0.0743 | train acc 0.984 | val loss 1.2560 | val acc 0.725 | ‖g‖ 7.5696 | 1094s
step  72000 | train loss 0.0297 | train acc 0.984 | val loss 1.3887 | val acc 0.756 | ‖g‖ 5.3675 | 1095s
step  72100 | train loss 0.2048 | train acc 0.930 | val loss 1.2236 | val acc 0.719 | ‖g‖ 14.5194 | 1096s
step  72200 | train loss 0.0254 | train acc 0.992 | val loss 1.3957 | val acc 0.742 | ‖g‖ 4.6392 | 1098s
step  72300 | train loss 0.0463 | train acc 0.992 | val loss 1.4228 | val acc 0.729 | ‖g‖ 7.2639 | 1099s
step  72400 | train loss 0.0605 | train acc 0.984 | val loss 1.2350 | val acc 0.742 | ‖g‖ 14.8611 | 1100s
step  72500 | train loss 0.0491 | train acc 0.984 | val loss 1.2319 | val acc 0.746 | ‖g‖ 5.1624 | 1102s
step  72600 | train loss 0.0657 | train acc 0.977 | val loss 1.2720 | val acc 0.725 | ‖g‖ 5.9001 | 1103s
step  72700 | train loss 0.0228 | train acc 0.992 | val loss 1.3446 | val acc 0.752 | ‖g‖ 4.9249 | 1105s
step  72800 | train loss 0.0418 | train acc 0.992 | val loss 1.5164 | val acc 0.723 | ‖g‖ 4.1581 | 1106s
step  72900 | train loss 0.0571 | train acc 0.977 | val loss 1.1852 | val acc 0.756 | ‖g‖ 5.4421 | 1107s
step  73000 | train loss 0.0529 | train acc 0.992 | val loss 1.3781 | val acc 0.729 | ‖g‖ 5.9826 | 1109s
step  73100 | train loss 0.0638 | train acc 0.977 | val loss 1.3495 | val acc 0.717 | ‖g‖ 9.9674 | 1110s
step  73200 | train loss 0.0659 | train acc 0.977 | val loss 1.2656 | val acc 0.708 | ‖g‖ 5.8732 | 1111s
step  73300 | train loss 0.1676 | train acc 0.953 | val loss 1.5891 | val acc 0.719 | ‖g‖ 11.9900 | 1113s
step  73400 | train loss 0.1009 | train acc 0.977 | val loss 1.2966 | val acc 0.713 | ‖g‖ 10.2115 | 1114s
step  73500 | train loss 0.0208 | train acc 1.000 | val loss 1.3503 | val acc 0.723 | ‖g‖ 2.1602 | 1116s
step  73600 | train loss 0.0437 | train acc 0.984 | val loss 1.2303 | val acc 0.727 | ‖g‖ 6.4911 | 1117s
step  73700 | train loss 0.0996 | train acc 0.961 | val loss 1.4302 | val acc 0.719 | ‖g‖ 11.8079 | 1118s
step  73800 | train loss 0.0303 | train acc 0.992 | val loss 1.3165 | val acc 0.731 | ‖g‖ 3.6990 | 1120s
step  73900 | train loss 0.0083 | train acc 1.000 | val loss 1.4100 | val acc 0.748 | ‖g‖ 3.5048 | 1121s
step  74000 | train loss 0.0626 | train acc 0.984 | val loss 1.3089 | val acc 0.727 | ‖g‖ 7.3915 | 1122s
step  74100 | train loss 0.0935 | train acc 0.969 | val loss 1.2747 | val acc 0.704 | ‖g‖ 8.0313 | 1124s
step  74200 | train loss 0.0840 | train acc 0.984 | val loss 1.2358 | val acc 0.738 | ‖g‖ 8.9962 | 1125s
step  74300 | train loss 0.1313 | train acc 0.953 | val loss 1.2783 | val acc 0.698 | ‖g‖ 10.8779 | 1126s
step  74400 | train loss 0.0291 | train acc 0.992 | val loss 1.3252 | val acc 0.729 | ‖g‖ 5.8657 | 1128s
step  74500 | train loss 0.0547 | train acc 0.984 | val loss 1.3382 | val acc 0.735 | ‖g‖ 8.1743 | 1129s
step  74600 | train loss 0.1367 | train acc 0.953 | val loss 1.2138 | val acc 0.723 | ‖g‖ 10.2421 | 1130s
step  74700 | train loss 0.0482 | train acc 0.992 | val loss 1.2444 | val acc 0.727 | ‖g‖ 5.5836 | 1132s
step  74800 | train loss 0.0562 | train acc 0.977 | val loss 1.5782 | val acc 0.721 | ‖g‖ 7.9308 | 1133s
step  74900 | train loss 0.0399 | train acc 0.984 | val loss 1.2303 | val acc 0.733 | ‖g‖ 4.5275 | 1135s
step  75000 | train loss 0.1076 | train acc 0.953 | val loss 1.1425 | val acc 0.731 | ‖g‖ 11.1283 | 1136s
step  75100 | train loss 0.0648 | train acc 0.984 | val loss 1.3611 | val acc 0.756 | ‖g‖ 7.7056 | 1137s
step  75200 | train loss 0.1357 | train acc 0.961 | val loss 1.4003 | val acc 0.715 | ‖g‖ 11.1887 | 1139s
step  75300 | train loss 0.0721 | train acc 0.969 | val loss 1.3834 | val acc 0.731 | ‖g‖ 13.0906 | 1140s
step  75400 | train loss 0.0087 | train acc 1.000 | val loss 1.2791 | val acc 0.740 | ‖g‖ 1.0478 | 1142s
step  75500 | train loss 0.0813 | train acc 0.961 | val loss 1.3395 | val acc 0.746 | ‖g‖ 13.0249 | 1143s
step  75600 | train loss 0.0314 | train acc 0.992 | val loss 1.1764 | val acc 0.754 | ‖g‖ 5.5915 | 1144s
step  75700 | train loss 0.0581 | train acc 0.977 | val loss 1.2108 | val acc 0.748 | ‖g‖ 7.5533 | 1146s
step  75800 | train loss 0.0524 | train acc 0.977 | val loss 1.3561 | val acc 0.731 | ‖g‖ 6.1270 | 1147s
step  75900 | train loss 0.0468 | train acc 0.969 | val loss 1.2628 | val acc 0.731 | ‖g‖ 5.9038 | 1148s
step  76000 | train loss 0.0379 | train acc 0.992 | val loss 1.3273 | val acc 0.752 | ‖g‖ 4.9190 | 1150s
step  76100 | train loss 0.0754 | train acc 0.992 | val loss 1.3885 | val acc 0.723 | ‖g‖ 7.9381 | 1151s
step  76200 | train loss 0.0213 | train acc 1.000 | val loss 1.4209 | val acc 0.727 | ‖g‖ 3.7727 | 1153s
step  76300 | train loss 0.0886 | train acc 0.969 | val loss 1.0587 | val acc 0.744 | ‖g‖ 10.1349 | 1154s
step  76400 | train loss 0.0345 | train acc 0.992 | val loss 1.3835 | val acc 0.738 | ‖g‖ 5.2250 | 1156s
step  76500 | train loss 0.0357 | train acc 1.000 | val loss 1.3247 | val acc 0.740 | ‖g‖ 5.3250 | 1157s
step  76600 | train loss 0.0492 | train acc 0.984 | val loss 1.3041 | val acc 0.738 | ‖g‖ 6.1071 | 1159s
step  76700 | train loss 0.0539 | train acc 0.977 | val loss 1.1611 | val acc 0.756 | ‖g‖ 8.2527 | 1160s
step  76800 | train loss 0.0616 | train acc 0.984 | val loss 1.3095 | val acc 0.735 | ‖g‖ 6.1781 | 1162s
step  76900 | train loss 0.0301 | train acc 1.000 | val loss 1.2196 | val acc 0.744 | ‖g‖ 2.4927 | 1163s
step  77000 | train loss 0.1246 | train acc 0.938 | val loss 1.2090 | val acc 0.719 | ‖g‖ 12.5621 | 1165s
step  77100 | train loss 0.0302 | train acc 0.992 | val loss 1.3305 | val acc 0.733 | ‖g‖ 3.6653 | 1166s
step  77200 | train loss 0.0341 | train acc 0.992 | val loss 1.2964 | val acc 0.725 | ‖g‖ 2.9512 | 1167s
step  77300 | train loss 0.0327 | train acc 1.000 | val loss 1.2047 | val acc 0.762 | ‖g‖ 4.2015 | 1169s
step  77400 | train loss 0.0611 | train acc 0.984 | val loss 1.3300 | val acc 0.735 | ‖g‖ 11.4747 | 1170s
step  77500 | train loss 0.0718 | train acc 0.977 | val loss 1.1707 | val acc 0.729 | ‖g‖ 6.5659 | 1171s
step  77600 | train loss 0.1053 | train acc 0.953 | val loss 1.3196 | val acc 0.746 | ‖g‖ 10.5954 | 1173s
step  77700 | train loss 0.0204 | train acc 1.000 | val loss 1.3662 | val acc 0.742 | ‖g‖ 3.4821 | 1174s
step  77800 | train loss 0.1822 | train acc 0.953 | val loss 1.2329 | val acc 0.725 | ‖g‖ 13.0043 | 1175s
step  77900 | train loss 0.0910 | train acc 0.961 | val loss 1.2909 | val acc 0.723 | ‖g‖ 8.2070 | 1177s
step  78000 | train loss 0.0513 | train acc 0.984 | val loss 1.2547 | val acc 0.738 | ‖g‖ 7.4881 | 1178s
step  78100 | train loss 0.1694 | train acc 0.945 | val loss 1.2163 | val acc 0.752 | ‖g‖ 17.6965 | 1180s
step  78200 | train loss 0.0168 | train acc 1.000 | val loss 1.3578 | val acc 0.731 | ‖g‖ 2.4751 | 1181s
step  78300 | train loss 0.1356 | train acc 0.961 | val loss 1.1765 | val acc 0.758 | ‖g‖ 11.9851 | 1182s
step  78400 | train loss 0.0574 | train acc 0.984 | val loss 1.2795 | val acc 0.721 | ‖g‖ 6.7358 | 1184s
step  78500 | train loss 0.0254 | train acc 0.992 | val loss 1.2857 | val acc 0.744 | ‖g‖ 2.7656 | 1186s
step  78600 | train loss 0.0398 | train acc 0.977 | val loss 1.2899 | val acc 0.725 | ‖g‖ 6.8439 | 1187s
step  78700 | train loss 0.0826 | train acc 0.992 | val loss 1.4033 | val acc 0.727 | ‖g‖ 7.5772 | 1188s
step  78800 | train loss 0.1527 | train acc 0.938 | val loss 1.2206 | val acc 0.725 | ‖g‖ 9.3549 | 1190s
step  78900 | train loss 0.0302 | train acc 1.000 | val loss 1.2509 | val acc 0.765 | ‖g‖ 3.4469 | 1191s
step  79000 | train loss 0.0331 | train acc 0.992 | val loss 1.3647 | val acc 0.750 | ‖g‖ 12.1052 | 1193s
step  79100 | train loss 0.0615 | train acc 0.969 | val loss 1.3419 | val acc 0.721 | ‖g‖ 6.7604 | 1194s
step  79200 | train loss 0.1246 | train acc 0.961 | val loss 1.1451 | val acc 0.752 | ‖g‖ 12.0657 | 1195s
step  79300 | train loss 0.0404 | train acc 0.984 | val loss 1.3678 | val acc 0.729 | ‖g‖ 4.8732 | 1197s
step  79400 | train loss 0.1450 | train acc 0.969 | val loss 1.1843 | val acc 0.731 | ‖g‖ 10.2603 | 1198s
step  79500 | train loss 0.0652 | train acc 0.969 | val loss 1.3178 | val acc 0.756 | ‖g‖ 11.2442 | 1200s
step  79600 | train loss 0.0576 | train acc 0.984 | val loss 1.2450 | val acc 0.752 | ‖g‖ 7.2340 | 1201s
step  79700 | train loss 0.0249 | train acc 1.000 | val loss 1.3514 | val acc 0.735 | ‖g‖ 2.9260 | 1203s
step  79800 | train loss 0.0655 | train acc 0.984 | val loss 1.2617 | val acc 0.758 | ‖g‖ 11.1866 | 1204s
step  79900 | train loss 0.0593 | train acc 0.984 | val loss 1.3237 | val acc 0.746 | ‖g‖ 12.4737 | 1206s
step  80000 | train loss 0.0335 | train acc 1.000 | val loss 1.2532 | val acc 0.742 | ‖g‖ 4.6789 | 1207s
step  80100 | train loss 0.0453 | train acc 0.977 | val loss 1.3003 | val acc 0.742 | ‖g‖ 8.1754 | 1209s
step  80200 | train loss 0.1093 | train acc 0.945 | val loss 1.0855 | val acc 0.750 | ‖g‖ 8.7227 | 1210s
step  80300 | train loss 0.0387 | train acc 0.984 | val loss 1.2765 | val acc 0.742 | ‖g‖ 4.4796 | 1211s
step  80400 | train loss 0.0473 | train acc 0.984 | val loss 1.1958 | val acc 0.760 | ‖g‖ 6.7815 | 1213s
step  80500 | train loss 0.0340 | train acc 1.000 | val loss 1.2336 | val acc 0.735 | ‖g‖ 3.5329 | 1214s
step  80600 | train loss 0.0471 | train acc 0.984 | val loss 1.2678 | val acc 0.744 | ‖g‖ 6.7183 | 1216s
step  80700 | train loss 0.1134 | train acc 0.953 | val loss 1.3144 | val acc 0.727 | ‖g‖ 11.9757 | 1217s
step  80800 | train loss 0.0721 | train acc 0.969 | val loss 1.3493 | val acc 0.725 | ‖g‖ 12.6145 | 1218s
step  80900 | train loss 0.0211 | train acc 0.992 | val loss 1.3251 | val acc 0.750 | ‖g‖ 3.6927 | 1220s
